Timestamp,Valor
1741545229.1446178,235
1741545229.1971602,235
1741545229.2481005,235
1741545229.3005986,235
1741545229.3531587,235
1741545229.4041548,235
1741545229.4560268,235
1741545229.5074487,235
1741545229.5598261,235
1741545229.6111097,235
1741545229.663563,235
1741545229.7148387,235
1741545229.7666557,235
1741545229.8184886,235
1741545229.8701584,235
1741545229.9228537,235
1741545229.9755378,235
1741545230.0251937,235
1741545230.078385,235
1741545230.1299841,235
1741545230.1820042,235
1741545230.2333689,235
1741545230.2855525,235
1741545230.33695,235
1741545230.388995,235
1741545230.4413908,235
1741545230.4929607,235
1741545230.54471,235
1741545230.5967116,235
1741545230.64811,235
1741545230.6995049,235
1741545230.7519145,235
1741545230.8041275,235
1741545230.855645,235
1741545230.9075305,235
1741545230.958702,235
1741545231.0111403,235
1741545231.062881,235
1741545231.1149924,236
1741545231.1669698,235
1741545231.2183075,235
1741545231.2709785,236
1741545231.3227699,235
1741545231.374215,235
1741545231.4255428,235
1741545231.477363,235
1741545231.5299554,235
1741545231.5812619,235
1741545231.6333654,235
1741545231.6860778,235
1741545231.7372932,235
1741545231.788526,235
1741545231.840327,235
1741545231.893032,235
1741545231.943961,235
1741545231.9956486,235
1741545232.0485985,235
1741545232.0994568,235
1741545232.1516025,235
1741545232.203433,235
1741545232.2551565,235
1741545232.3074322,235
1741545232.3591995,235
1741545232.411372,235
1741545232.4622896,235
1741545232.5151255,235
1741545232.565886,235
1741545232.6181202,235
1741545232.670582,235
1741545232.7214832,235
1741545232.7740982,235
1741545232.8255155,235
1741545232.876898,235
1741545232.928957,235
1741545232.981579,235
1741545233.0330591,235
1741545233.084966,235
1741545233.137054,235
1741545233.1888978,235
1741545233.2401168,235
1741545233.2924113,235
1741545233.343637,235
1741545233.3955374,236
1741545233.4476187,235
1741545233.4996812,235
1741545233.5518396,235
1741545233.603521,235
1741545233.6552172,235
1741545233.7072148,235
1741545233.7586942,235
1741545233.810883,235
1741545233.8627722,235
1741545233.9146147,235
1741545233.9659443,235
